gene_symbol_a	clone_id_a	gene_symbol_b	clone_id_b	category	aa_seq_pct_identity	PDI_Jaccard_d	PPI_Jaccard_d	activation_abs_fold_change_log2
PPARG	PPARG-1	PPARG	PPARG-3	isoforms	51.48514851485149	1.0		3.18042840788764
TP63	TP63-1	TP63	TP63-2	isoforms	99.11764705882354		0.11111111111111116	
TP63	TP63-1	TP63	TP63-3	isoforms	83.23529411764706		0.18181818181818177	
MITF	MITF-2	MITF	MITF-3	isoforms	21.54963680387409			4.625940184799762
RARB	RARB-1	RARB	RARB-2	isoforms	75.0		0.0	1.1380439533338698
ZNF662	ZNF662-2	ZNF662	ZNF662-5	isoforms	11.41078838174274			
ZNF662	ZNF662-2	ZNF662	ZNF662-1	isoforms	99.77924944812362			
ZNF662	ZNF662-2	ZNF662	ZNF662-3	isoforms	86.31346578366445			
ZNF662	ZNF662-2	ZNF662	ZNF662-4	isoforms	86.50442477876106			
TFDP2	TFDP2-1	TFDP2	TFDP2-2	isoforms	91.64677804295944			0.6251960265345466
TFDP2	TFDP2-1	TFDP2	TFDP2-4	isoforms	80.89622641509435			0.2108549663190704
TFDP2	TFDP2-1	TFDP2	TFDP2-3	isoforms	80.70588235294117			0.0212870313467203
ZNF148	ZNF148-1	ZNF148	ZNF148-2	isoforms	93.05555555555556			0.09108237571363
GATA2	GATA2-2	GATA2	GATA2-3	isoforms	96.875			
THRB	THRB-2	THRB	THRB-1	isoforms	77.28194726166329	0.19999999999999996		1.0083989047976154
RBPJ	RBPJ-2	RBPJ	RBPJ-1	isoforms	98.97330595482546		1.0	0.457394237831934
RBPJ	RBPJ-2	RBPJ	RBPJ-3	isoforms	98.97119341563786		0.0	0.7076419645060197
THAP6	THAP6-1	THAP6	THAP6-2	isoforms	81.08108108108108			0.2196833478693927
THAP6	THAP6-1	THAP6	THAP6-3	isoforms	45.04504504504504			2.179366906518972
THAP6	THAP6-1	THAP6	THAP6-4	isoforms	45.04504504504504			3.142236889620768
THAP6	THAP6-1	THAP6	THAP6-5	isoforms	26.10619469026549			2.061383849081524
LEF1	LEF1-1	LEF1	LEF1-3	isoforms	92.98245614035088			
LEF1	LEF1-1	LEF1	LEF1-4	isoforms	75.43859649122807			
LEF1	LEF1-1	LEF1	LEF1-5	isoforms	35.83959899749373			
LEF1	LEF1-1	LEF1	LEF1-2	isoforms	75.6892230576441			
PRDM5	PRDM5-1	PRDM5	PRDM5-3	isoforms	16.611842105263158			2.007752796112863
PRDM5	PRDM5-1	PRDM5	PRDM5-2	isoforms	89.52380952380953	1.0		1.1096310921480366
ELF2	ELF2-2	ELF2	ELF2-1	isoforms	79.7979797979798		0.6666666666666667	3.2805863114257887
ELF2	ELF2-2	ELF2	ELF2-3	isoforms	92.3076923076923			0.4802145514240066
ZNF131	ZNF131-2	ZNF131	ZNF131-1	isoforms	94.54253611556982			
ZNF131	ZNF131-2	ZNF131	ZNF131-5	isoforms	9.149277688603531			5.544908775152331
ZNF131	ZNF131-2	ZNF131	ZNF131-4	isoforms	55.69823434991974			2.475531766831881
MSX2	MSX2-1	MSX2	MSX2-2	isoforms	47.565543071161045			0.7822261901833782
MEF2C	MEF2C-1	MEF2C	MEF2C-2	isoforms	97.95918367346938			
MXD3	MXD3-2	MXD3	MXD3-1	isoforms	46.29156010230179			
MXD3	MXD3-2	MXD3	MXD3-3	isoforms	83.25358851674642			
MXD3	MXD3-2	MXD3	MXD3-4	isoforms	77.99043062200957			
SOX30	SOX30-1	SOX30	SOX30-2	isoforms	88.02395209580838			0.6769250764187433
NKX2-5	NKX2-5-1	NKX2-5	NKX2-5-2	isoforms	34.25925925925926			0.3018905341457344
EBF1	EBF1-1	EBF1	EBF1-3	isoforms	68.8663282571912	1.0		1.1444559697266574
EBF1	EBF1-1	EBF1	EBF1-2	isoforms	68.75	1.0		1.433738827823024
HMGA1	HMGA1-1	HMGA1	HMGA1-2	isoforms	89.7196261682243			
ZKSCAN3	ZKSCAN3-2	ZKSCAN3	ZKSCAN3-1	isoforms	76.2278978388998			0.5090415647145066
ZSCAN26	ZSCAN26-1	ZSCAN26	ZSCAN26-2	isoforms	70.92050209205021			0.3905936550716395
TBPL1	TBPL1-1	TBPL1	TBPL1-2	isoforms	86.55913978494624			6.864281240888374
HSF2	HSF2-1	HSF2	HSF2-2	isoforms	96.64179104477611		0.0	0.464849274469556
PPARD	PPARD-1	PPARD	PPARD-2	isoforms	81.40589569160997			1.0773909703590865
PPARD	PPARD-1	PPARD	PPARD-3	isoforms	59.18367346938776			1.0070088901778635
ZSCAN9	ZSCAN9-1	ZSCAN9	ZSCAN9-2	isoforms	45.74712643678161		0.6666666666666667	
NFYA	NFYA-1	NFYA	NFYA-3	isoforms	91.35446685878964		0.3529411764705882	1.864474302144264
NFYA	NFYA-1	NFYA	NFYA-2	isoforms	99.42363112391932		0.17647058823529416	0.1962678709724157
ZNF451	ZNF451-2	ZNF451	ZNF451-8	isoforms	11.80679785330948			1.521698954817473
ZNF451	ZNF451-2	ZNF451	ZNF451-3	isoforms	18.166089965397923			0.6123450315763233
ZNF451	ZNF451-2	ZNF451	ZNF451-4	isoforms	19.01408450704225		1.0	1.153607114827448
ZNF451	ZNF451-2	ZNF451	ZNF451-5	isoforms	12.99342105263158			0.058496059944711
ZNF451	ZNF451-2	ZNF451	ZNF451-6	isoforms	12.588652482269502		0.6666666666666667	0.4105747392171952
ZNF451	ZNF451-2	ZNF451	ZNF451-7	isoforms	11.0912343470483		1.0	1.0744658156590832
E2F3	E2F3-2	E2F3	E2F3-3	isoforms	63.372093023255815		0.6	7.433645243118278
E2F3	E2F3-2	E2F3	E2F3-4	isoforms	39.11764705882353	1.0		2.662217066497996
PLAGL1	PLAGL1-1	PLAGL1	PLAGL1-2	isoforms	54.42764578833693			1.3956653818472158
TEAD3	TEAD3-2	TEAD3	TEAD3-1	isoforms	98.16091954022988		0.0	0.3481921410781439
TFAP2A	TFAP2A-2	TFAP2A	TFAP2A-3	isoforms	97.02517162471396	0.0		
TFAP2A	TFAP2A-2	TFAP2A	TFAP2A-4	isoforms	97.02517162471396	0.4545454545454546		
TFAP2A	TFAP2A-2	TFAP2A	TFAP2A-1	isoforms	99.54441913439636	0.375		
SPDEF	SPDEF-2	SPDEF	SPDEF-3	isoforms	94.32835820895522			1.0166314670043055
SPDEF	SPDEF-2	SPDEF	SPDEF-1	isoforms	87.43455497382199			0.0841378723438843
TBX18	TBX18-3	TBX18	TBX18-2	isoforms	88.18565400843882			
ETV7	ETV7-1	ETV7	ETV7-2	isoforms	83.87096774193549			
DMTF1	DMTF1-1	DMTF1	DMTF1-2	isoforms	88.28947368421053			
DMTF1	DMTF1-1	DMTF1	DMTF1-3	isoforms	86.8421052631579			
DMTF1	DMTF1-1	DMTF1	DMTF1-4	isoforms	38.28125			
ZSCAN25	ZSCAN25-1	ZSCAN25	ZSCAN25-2	isoforms	85.29411764705883			
CREB5	CREB5-1	CREB5	CREB5-2	isoforms	71.05788423153693		0.6666666666666667	2.342060295980464
ZNF398	ZNF398-1	ZNF398	ZNF398-2	isoforms	73.36448598130842			
ZSCAN21	ZSCAN21-1	ZSCAN21	ZSCAN21-2	isoforms	43.253234750462106			
ZNF655	ZNF655-2	ZNF655	ZNF655-1	isoforms	93.15589353612168			
ZNF655	ZNF655-2	ZNF655	ZNF655-3	isoforms	11.518324607329845			
ZNF655	ZNF655-2	ZNF655	ZNF655-4	isoforms	11.560693641618498			2.547670110497432
ZNF212	ZNF212-1	ZNF212	ZNF212-2	isoforms	99.7979797979798		0.0	
FOXP2	FOXP2-2	FOXP2	FOXP2-1	isoforms	96.48648648648648		0.19999999999999996	0.5971599512855135
FOXP2	FOXP2-2	FOXP2	FOXP2-4	isoforms	87.13286713286713		0.16666666666666663	1.4278625723461635
FOXP2	FOXP2-2	FOXP2	FOXP2-10	isoforms	7.960893854748603			2.235619991828904
FOXP2	FOXP2-2	FOXP2	FOXP2-6	isoforms	57.84447476125512			2.8731287953653477
FOXP2	FOXP2-2	FOXP2	FOXP2-7	isoforms	52.44755244755245		0.9230769230769231	
ZKSCAN1	ZKSCAN1-1	ZKSCAN1	ZKSCAN1-2	isoforms	66.41366223908919			
IRF5	IRF5-1	IRF5	IRF5-4	isoforms	96.88715953307393			
IRF5	IRF5-1	IRF5	IRF5-2	isoforms	99.61089494163424			1.108095738258129
IRF5	IRF5-1	IRF5	IRF5-3	isoforms	98.0544747081712			0.8172403830908124
ZNF277	ZNF277-1	ZNF277	ZNF277-3	isoforms	21.77777777777777			
FEZF1	FEZF1-1	FEZF1	FEZF1-2	isoforms	89.47368421052632			
HOXA1	HOXA1-1	HOXA1	HOXA1-2	isoforms	35.90504451038576			1.1492595026017525
ZNF394	ZNF394-1	ZNF394	ZNF394-2	isoforms	27.580071174377224			
TFEC	TFEC-1	TFEC	TFEC-2	isoforms	91.64265129682995			
TFEC	TFEC-1	TFEC	TFEC-3	isoforms	50.800915331807786			6.132327111320098
TFEC	TFEC-1	TFEC	TFEC-5	isoforms	55.61959654178674			
TFEC	TFEC-1	TFEC	TFEC-4	isoforms	63.97694524495677			3.160717304480328
TFEC	TFEC-1	TFEC	TFEC-6	isoforms	55.3314121037464			5.128959717225638
DLX5	DLX5-1	DLX5	DLX5-2	isoforms	40.13377926421405	1.0		0.7730047191378784
PAX4	PAX4-2	PAX4	PAX4-1	isoforms	70.92198581560284	1.0		
ZNF696	ZNF696-1	ZNF696	ZNF696-2	isoforms	6.684491978609626			
HMBOX1	HMBOX1-2	HMBOX1	HMBOX1-1	isoforms	94.36936936936937		0.09302325581395365	
HMBOX1	HMBOX1-2	HMBOX1	HMBOX1-3	isoforms	89.36170212765957		0.8372093023255814	
HMBOX1	HMBOX1-2	HMBOX1	HMBOX1-4	isoforms	89.76190476190476			
OSR2	OSR2-1	OSR2	OSR2-2	isoforms	88.54166666666666			0.0836986961731072
MYBL1	MYBL1-1	MYBL1	MYBL1-2	isoforms	92.02127659574468			1.274114595110076
MYBL1	MYBL1-1	MYBL1	MYBL1-3	isoforms	91.88829787234044			1.12679680225297
MYBL1	MYBL1-1	MYBL1	MYBL1-4	isoforms	86.0372340425532			
EBF2	EBF2-1	EBF2	EBF2-2	isoforms	74.26086956521739			
HEY1	HEY1-2	HEY1	HEY1-1	isoforms	98.05194805194806	1.0		
ZNF34	ZNF34-4	ZNF34	ZNF34-1	isoforms	96.25			
ZNF250	ZNF250-1	ZNF250	ZNF250-2	isoforms	96.03603603603604			
ZNF169	ZNF169-3	ZNF169	ZNF169-4	isoforms	70.76923076923077			1.3292307816058884
ZNF79	ZNF79-1	ZNF79	ZNF79-2	isoforms	94.97991967871486			
ZNF483	ZNF483-1	ZNF483	ZNF483-2	isoforms	94.53125			
ZNF483	ZNF483-1	ZNF483	ZNF483-3	isoforms	53.78787878787878			
RFX3	RFX3-2	RFX3	RFX3-3	isoforms	87.79840848806366			1.373816506015626
RFX3	RFX3-2	RFX3	RFX3-4	isoforms	53.05039787798409			4.185867921507783
SOHLH1	SOHLH1-2	SOHLH1	SOHLH1-4	isoforms	82.94573643410853			
SOHLH1	SOHLH1-2	SOHLH1	SOHLH1-1	isoforms	93.15403422982884			0.4182620356480369
SOHLH1	SOHLH1-2	SOHLH1	SOHLH1-3	isoforms	98.44961240310076			0.4116280420303164
PAX5	PAX5-1	PAX5	PAX5-2	isoforms	72.37851662404093			1.2339846474671523
LHX6	LHX6-1	LHX6	LHX6-4	isoforms	92.60204081632652		0.0	0.5758833421921903
CREM	CREM-1	CREM	CREM-3	isoforms	42.0			3.3087275486332963
CREM	CREM-1	CREM	CREM-2	isoforms	78.66666666666666			2.654496573008604
TCF7L2	TCF7L2-1	TCF7L2	TCF7L2-9	isoforms	73.8255033557047			
TCF7L2	TCF7L2-1	TCF7L2	TCF7L2-4	isoforms	72.59136212624585			
TCF7L2	TCF7L2-1	TCF7L2	TCF7L2-3	isoforms	73.21131447587355			
TCF7L2	TCF7L2-1	TCF7L2	TCF7L2-8	isoforms	72.06132879045997			
TCF7L2	TCF7L2-1	TCF7L2	TCF7L2-11	isoforms	71.37989778534923			
TCF7L2	TCF7L2-1	TCF7L2	TCF7L2-2	isoforms	76.16580310880829			
TCF7L2	TCF7L2-1	TCF7L2	TCF7L2-12	isoforms	75.99309153713298			
HHEX	HHEX-1	HHEX	HHEX-2	isoforms	36.2962962962963	1.0		1.0915532232040777
GATA3	GATA3-1	GATA3	GATA3-2	isoforms	99.77477477477478			
MXI1	MXI1-2	MXI1	MXI1-3	isoforms	84.21052631578947			2.975484357679517
MXI1	MXI1-2	MXI1	MXI1-4	isoforms	79.82456140350878			2.67545643847999
ZNF511	ZNF511-2	ZNF511	ZNF511-1	isoforms	84.24908424908425			0.256313605481806
EBF3	EBF3-2	EBF3	EBF3-1	isoforms	92.11409395973156			
EBF3	EBF3-2	EBF3	EBF3-3	isoforms	79.04599659284497			
EGR2	EGR2-1	EGR2	EGR2-2	isoforms	89.49579831932773			1.302530575085577
ZNF438	ZNF438-1	ZNF438	ZNF438-2	isoforms	50.3209242618742	1.0	0.84	
OVOL1	OVOL1-1	OVOL1	OVOL1-2	isoforms	76.40449438202246			0.5079232399246629
FLI1	FLI1-1	FLI1	FLI1-2	isoforms	92.6991150442478	1.0		0.8317590804694479
FLI1	FLI1-1	FLI1	FLI1-3	isoforms	82.53275109170306	0.0		1.006851637311657
FLI1	FLI1-1	FLI1	FLI1-4	isoforms	56.41592920353983			1.5187166204246991
ARNTL	ARNTL-1	ARNTL	ARNTL-2	isoforms	90.25157232704404			
NR1H3	NR1H3-1	NR1H3	NR1H3-2	isoforms	76.51006711409396			
ESRRA	ESRRA-1	ESRRA	ESRRA-2	isoforms	66.19385342789597		0.2857142857142857	
ZNF143	ZNF143-1	ZNF143	ZNF143-2	isoforms	94.81946624803768	0.0	0.8571428571428572	0.1942084044264334
ZNF143	ZNF143-1	ZNF143	ZNF143-3	isoforms	91.22257053291536	0.0	0.33333333333333337	0.300431765135392
ZBTB16	ZBTB16-1	ZBTB16	ZBTB16-2	isoforms	95.39375928677563		0.5333333333333333	0.1846019406408969
ELF5	ELF5-2	ELF5	ELF5-1	isoforms	96.22641509433964			
ELF5	ELF5-2	ELF5	ELF5-3	isoforms	47.05882352941176			
CREBZF	CREBZF-1	CREBZF	CREBZF-2	isoforms	4.485488126649076			4.377452523183472
RELA	RELA-1	RELA	RELA-3	isoforms	40.998217468805706			
E2F8	E2F8-1	E2F8	E2F8-2	isoforms	97.00115340253748			3.4646711770921668
ZBTB44	ZBTB44-1	ZBTB44	ZBTB44-3	isoforms	78.59649122807018		0.5333333333333333	1.5253760546013386
ZBTB44	ZBTB44-1	ZBTB44	ZBTB44-2	isoforms	88.7719298245614			
ZBTB44	ZBTB44-1	ZBTB44	ZBTB44-6	isoforms	79.50963222416813		0.5	1.4452090540031577
ZBTB44	ZBTB44-1	ZBTB44	ZBTB44-4	isoforms	75.96491228070175		0.7058823529411765	1.3249576946920003
ZBTB44	ZBTB44-1	ZBTB44	ZBTB44-5	isoforms	75.78947368421053		0.5882352941176471	1.493713488031209
WT1	WT1-4	WT1	WT1-6	isoforms	93.11475409836063			0.539132521552891
WT1	WT1-4	WT1	WT1-1	isoforms	57.640232108317214			
WT1	WT1-4	WT1	WT1-2	isoforms	54.6692607003891			0.2248848605875042
SOX6	SOX6-3	SOX6	SOX6-1	isoforms	99.3983152827918			
SOX6	SOX6-3	SOX6	SOX6-2	isoforms	99.63811821471651			
SOX6	SOX6-3	SOX6	SOX6-5	isoforms	94.705174488568			
SOX6	SOX6-3	SOX6	SOX6-6	isoforms	94.92753623188406			
SOX6	SOX6-3	SOX6	SOX6-7	isoforms	92.5211097708082			
ZNF26	ZNF26-1	ZNF26	ZNF26-2	isoforms	96.24765478424015			0.8071604881540513
MYF6	MYF6-2	MYF6	MYF6-1	isoforms	65.93059936908517	1.0		0.2250220503388553
FOXJ2	FOXJ2-1	FOXJ2	FOXJ2-2	isoforms	89.72125435540069			5.383135690422562
NR4A1	NR4A1-3	NR4A1	NR4A1-1	isoforms	91.56441717791412		0.0	3.836445238029646
NR4A1	NR4A1-3	NR4A1	NR4A1-2	isoforms	97.87234042553192		0.0	0.1926913882054322
NR4A1	NR4A1-3	NR4A1	NR4A1-4	isoforms	48.12398042414356			0.5401712837451047
ARNTL2	ARNTL2-2	ARNTL2	ARNTL2-1	isoforms	94.62875197472354		0.0	
ARNTL2	ARNTL2-2	ARNTL2	ARNTL2-3	isoforms	87.04581358609794		0.0	
ARNTL2	ARNTL2-2	ARNTL2	ARNTL2-4	isoforms	92.98831385642735			
GLI1	GLI1-1	GLI1	GLI1-3	isoforms	88.42676311030742		0.0	
GLI1	GLI1-1	GLI1	GLI1-2	isoforms	93.0379746835443		0.0	
ETV6	ETV6-1	ETV6	ETV6-2	isoforms	74.33628318584071			
RFX4	RFX4-1	RFX4	RFX4-3	isoforms	83.46883468834689	1.0		0.1943729973510856
RFX4	RFX4-1	RFX4	RFX4-2	isoforms	95.91836734693877		0.375	0.6605921332455914
AEBP2	AEBP2-2	AEBP2	AEBP2-3	isoforms	82.04225352112677			
RARG	RARG-1	RARG	RARG-2	isoforms	88.72017353579176	1.0		0.4361181955344522
TBX5	TBX5-1	TBX5	TBX5-2	isoforms	90.34749034749036	0.0		0.6856040049429191
TBX5	TBX5-1	TBX5	TBX5-3	isoforms	64.86486486486487	0.5384615384615385		3.1682185672413987
VDR	VDR-2	VDR	VDR-1	isoforms	89.30817610062893			
SOX5	SOX5-1	SOX5	SOX5-2	isoforms	49.800796812749006			0.3760647622846107
FOXN4	FOXN4-1	FOXN4	FOXN4-2	isoforms	63.63636363636363		0.8333333333333334	0.2276791172258399
DDIT3	DDIT3-2	DDIT3	DDIT3-1	isoforms	88.02083333333334		0.1428571428571429	
TFCP2	TFCP2-1	TFCP2	TFCP2-2	isoforms	89.8406374501992			1.401123788781963
TFCP2	TFCP2-1	TFCP2	TFCP2-3	isoforms	68.10176125244618		1.0	0.2764469733080066
SMAD9	SMAD9-1	SMAD9	SMAD9-2	isoforms	82.55813953488372			
KLF12	KLF12-2	KLF12	KLF12-1	isoforms	85.4679802955665			
ZNF410	ZNF410-1	ZNF410	ZNF410-2	isoforms	90.1673640167364			0.8208766886340833
ZNF410	ZNF410-1	ZNF410	ZNF410-4	isoforms	30.68893528183716			2.88709499779242
ZNF410	ZNF410-1	ZNF410	ZNF410-3	isoforms	79.07949790794979			2.8586265599838674
FOS	FOS-1	FOS	FOS-2	isoforms	61.05263157894737		0.25	0.5557793819696943
FOS	FOS-1	FOS	FOS-3	isoforms	34.5088161209068			
IRF9	IRF9-1	IRF9	IRF9-3	isoforms	74.04580152671755			
IRF9	IRF9-1	IRF9	IRF9-5	isoforms	34.56221198156682			
ZBTB1	ZBTB1-1	ZBTB1	ZBTB1-2	isoforms	19.775596072931275			
HIF1A	HIF1A-1	HIF1A	HIF1A-2	isoforms	92.85714285714286			
HIF1A	HIF1A-1	HIF1A	HIF1A-3	isoforms	88.61985472154964			
MAX	MAX-1	MAX	MAX-2	isoforms	94.375			
MAX	MAX-1	MAX	MAX-3	isoforms	55.97826086956522			3.125632614962731
MAX	MAX-1	MAX	MAX-4	isoforms	51.08695652173913	1.0		3.24169995441148
MAX	MAX-1	MAX	MAX-5	isoforms	37.95180722891566	1.0		2.993547258347859
MAX	MAX-1	MAX	MAX-6	isoforms	32.53012048192771	1.0		2.9836289412841275
SALL2	SALL2-3	SALL2	SALL2-2	isoforms	91.0			2.8145083187353714
ZBTB25	ZBTB25-1	ZBTB25	ZBTB25-2	isoforms	15.384615384615383			
ZBTB25	ZBTB25-1	ZBTB25	ZBTB25-4	isoforms	12.88888888888889			
OTX2	OTX2-2	OTX2	OTX2-1	isoforms	97.3063973063973			0.4971243245460042
OTX2	OTX2-2	OTX2	OTX2-3	isoforms	11.072664359861593			3.094208124126596
ESR2	ESR2-2	ESR2	ESR2-1	isoforms	95.16129032258064			1.1415514357934295
ESR2	ESR2-2	ESR2	ESR2-3	isoforms	94.74747474747474			0.1601376451556351
SIX1	SIX1-1	SIX1	SIX1-2	isoforms	34.859154929577464			
HMG20A	HMG20A-1	HMG20A	HMG20A-2	isoforms	98.8472622478386		0.33333333333333337	
NR2F2	NR2F2-1	NR2F2	NR2F2-2	isoforms	92.52669039145908		0.0	
TCF12	TCF12-1	TCF12	TCF12-2	isoforms	96.60056657223797		0.29807692307692313	
TCF12	TCF12-1	TCF12	TCF12-3	isoforms	68.6192468619247		0.8349514563106796	2.587342818197235
SMAD3	SMAD3-1	SMAD3	SMAD3-3	isoforms	84.34579439252336			0.2229013777959834
SMAD3	SMAD3-1	SMAD3	SMAD3-2	isoforms	89.41176470588236		0.0	0.2465018719543061
SMAD3	SMAD3-1	SMAD3	SMAD3-4	isoforms	74.06542056074767			0.2785100516252328
ARNT2	ARNT2-1	ARNT2	ARNT2-3	isoforms	95.74759945130316			
ARNT2	ARNT2-1	ARNT2	ARNT2-2	isoforms	94.00278940027894		0.36363636363636365	2.0948000948387047
RORA	RORA-1	RORA	RORA-2	isoforms	99.57264957264957			0.4579082382610913
MEIS2	MEIS2-1	MEIS2	MEIS2-2	isoforms	98.53249475890983		0.0	1.3325990732687432
MEIS2	MEIS2-1	MEIS2	MEIS2-3	isoforms	77.29166666666667		0.9565217391304348	
ZNF280D	ZNF280D-2	ZNF280D	ZNF280D-1	isoforms	15.727391874180864			
ZNF778	ZNF778-1	ZNF778	ZNF778-2	isoforms	90.6208718626156			3.2354058826210483
MAZ	MAZ-2	MAZ	MAZ-3	isoforms	44.87179487179488			3.185191615057775
CTCF	CTCF-1	CTCF	CTCF-2	isoforms	54.88308115543329			3.680684900978556
ZNF174	ZNF174-1	ZNF174	ZNF174-2	isoforms	53.31695331695332			
ZNF174	ZNF174-1	ZNF174	ZNF174-3	isoforms	50.95693779904307			
ZNF263	ZNF263-1	ZNF263	ZNF263-3	isoforms	22.492836676217763			4.057762517263189
ZNF276	ZNF276-1	ZNF276	ZNF276-4	isoforms	53.89948006932409			0.5864656910619105
ZNF276	ZNF276-1	ZNF276	ZNF276-2	isoforms	69.15077989601387			0.1792483883764909
ZNF276	ZNF276-1	ZNF276	ZNF276-3	isoforms	83.30241187384044			0.3908524709281958
E4F1	E4F1-1	E4F1	E4F1-2	isoforms	79.67171717171718			3.295197437735031
ZFP1	ZFP1-2	ZFP1	ZFP1-4	isoforms	2.13903743315508			
ZFP1	ZFP1-2	ZFP1	ZFP1-1	isoforms	91.64619164619164			1.3878004172659657
ZFP1	ZFP1-2	ZFP1	ZFP1-3	isoforms	9.090909090909092			
ZNF75A	ZNF75A-1	ZNF75A	ZNF75A-2	isoforms	9.580838323353294			
GLIS2	GLIS2-1	GLIS2	GLIS2-3	isoforms	86.75373134328358			
ZSCAN32	ZSCAN32-1	ZSCAN32	ZSCAN32-4	isoforms	29.6987087517934			0.758843388190311
ZSCAN32	ZSCAN32-1	ZSCAN32	ZSCAN32-2	isoforms	89.38307030129124			0.2823969862346625
ZNF747	ZNF747-1	ZNF747	ZNF747-2	isoforms	31.25			
ZNF747	ZNF747-1	ZNF747	ZNF747-3	isoforms	30.65902578796561			
ZNF23	ZNF23-2	ZNF23	ZNF23-3	isoforms	8.755760368663594			1.4502375534972958
ZNF23	ZNF23-2	ZNF23	ZNF23-1	isoforms	99.22720247295209			
ZNF19	ZNF19-1	ZNF19	ZNF19-2	isoforms	90.82969432314412			
ZNF688	ZNF688-2	ZNF688	ZNF688-5	isoforms	38.40579710144928			
ZNF688	ZNF688-2	ZNF688	ZNF688-4	isoforms	86.23188405797102			
SP2	SP2-1	SP2	SP2-3	isoforms	37.84665579119086			1.9651987662129649
SP2	SP2-1	SP2	SP2-2	isoforms	44.04567699836868			
DLX4	DLX4-1	DLX4	DLX4-2	isoforms	62.96296296296296	0.8571428571428572		
DLX4	DLX4-1	DLX4	DLX4-3	isoforms	34.0080971659919	1.0		
ZNF207	ZNF207-1	ZNF207	ZNF207-2	isoforms	99.19028340080972			0.6267393432033987
ZNF207	ZNF207-1	ZNF207	ZNF207-4	isoforms	93.7246963562753			0.7112018227510768
ZNF207	ZNF207-1	ZNF207	ZNF207-3	isoforms	95.95141700404858			0.7318717010187443
STAT5A	STAT5A-1	STAT5A	STAT5A-2	isoforms	28.71536523929471			0.8185070580807317
MLX	MLX-1	MLX	MLX-3	isoforms	87.29508196721312		0.5	
MLX	MLX-1	MLX	MLX-2	isoforms	88.84462151394422			2.1294171369940798
THRA	THRA-2	THRA	THRA-1	isoforms	84.76821192052981	0.5		1.7273321614754045
STAT3	STAT3-1	STAT3	STAT3-2	isoforms	92.85714285714286		0.5	
STAT3	STAT3-1	STAT3	STAT3-3	isoforms	87.14285714285714		1.0	0.5738472796674652
TP53	TP53-1	TP53	TP53-2	isoforms	89.82188295165395			
ZNF18	ZNF18-2	ZNF18	ZNF18-3	isoforms	99.81785063752277	0.0	0.0	0.1360849019092302
ZNF18	ZNF18-2	ZNF18	ZNF18-1	isoforms	96.30931458699472	0.0	0.33333333333333337	0.839813366258146
HNF1B	HNF1B-1	HNF1B	HNF1B-2	isoforms	95.33213644524236			0.6155249457106429
ETV4	ETV4-1	ETV4	ETV4-2	isoforms	97.58454106280192			0.0500606392554332
MEOX1	MEOX1-1	MEOX1	MEOX1-2	isoforms	54.330708661417326	1.0	1.0	1.857521099681004
MEOX1	MEOX1-1	MEOX1	MEOX1-3	isoforms	18.11023622047244	1.0	0.9591836734693878	1.5019801488323683
NFATC1	NFATC1-1	NFATC1	NFATC1-2	isoforms	77.49326145552561	1.0		0.7352880698545832
TGIF1	TGIF1-3	TGIF1	TGIF1-1	isoforms	66.58354114713218	0.8333333333333334		0.2323631190891109
TGIF1	TGIF1-3	TGIF1	TGIF1-2	isoforms	39.65087281795511	1.0		0.1916802262951926
SMAD4	SMAD4-2	SMAD4	SMAD4-1	isoforms	87.5		0.0	
ZNF397	ZNF397-2	ZNF397	ZNF397-3	isoforms	88.72727272727273		0.5	
ZNF397	ZNF397-2	ZNF397	ZNF397-4	isoforms	69.45454545454545		0.5	0.563764886762018
ZNF397	ZNF397-2	ZNF397	ZNF397-5	isoforms	67.27272727272727			
ZNF397	ZNF397-2	ZNF397	ZNF397-1	isoforms	39.19156414762742		0.6666666666666667	
CXXC1	CXXC1-2	CXXC1	CXXC1-1	isoforms	99.3939393939394		0.0	
ZNF24	ZNF24-1	ZNF24	ZNF24-2	isoforms	51.63043478260869		0.0	
TCF4	TCF4-1	TCF4	TCF4-3	isoforms	99.40387481371089		0.012422360248447228	0.6211336758872976
TCF4	TCF4-1	TCF4	TCF4-5	isoforms	80.62593144560357		0.4320987654320988	1.3691246740380785
TCF4	TCF4-1	TCF4	TCF4-6	isoforms	71.95301027900148		0.7575757575757576	1.5983573437514391
TCF4	TCF4-1	TCF4	TCF4-8	isoforms	71.976401179941	0.1428571428571429	0.5365853658536586	0.4558811193812646
TCF4	TCF4-1	TCF4	TCF4-2	isoforms	99.70193740685544	0.0625	0.0060240963855420215	0.1026103751651095
TCF4	TCF4-1	TCF4	TCF4-4	isoforms	99.2548435171386	0.1333333333333333	0.012195121951219634	0.6999895118625323
TCF4	TCF4-1	TCF4	TCF4-7	isoforms	72.56637168141593		0.4049079754601227	0.7215834646567538
ZNF460	ZNF460-1	ZNF460	ZNF460-2	isoforms	92.70462633451956			
FOSB	FOSB-1	FOSB	FOSB-2	isoforms	70.11834319526628		0.7	2.2931753827585872
FOSB	FOSB-1	FOSB	FOSB-3	isoforms	55.62130177514793			2.788987523650838
ZNF302	ZNF302-3	ZNF302	ZNF302-2	isoforms	99.25			
ZNF302	ZNF302-3	ZNF302	ZNF302-4	isoforms	19.852941176470587			
